k,BLEU,chrF,chrF++,Normalized_BLEU,time_minutes
0,5.376437540689003,25.182419213922095,19.73420834128799,0.05376437540689003,3.978499217828115
1,4.521920382276018,34.703166697091696,28.17638611827007,0.04521920382276018,5.145652524630228
3,7.408590762781679,34.57901557738534,28.059462344107324,0.07408590762781679,5.728948692480723
5,7.408590762781679,34.57901557738534,28.059462344107324,0.07408590762781679,8.342251086235047
7,1.7179060012299232,6.508179626439013,4.8811347198292605,0.01717906001229923,8.158271714051564
10,0.0,0.0,0.0,0.0,7.995767891407013
